ANNO_ACCADEMICO;COD_ISTITUTO;TIPO_ISTITUTO;NOME_ISTITUTO;COMUNE_SEDE;CODICE_GETTITO;DESCRIZIONE_GETTITO;IMPORTO_CORSI_PREACCADEMICI;IMPORTO_CORSI_SUP_VO;IMPORTO_CORSI_ACCADEMICI_NO;IMPORTO_CORSI_ACCADEMICI_NO_POST
2024-2025;081401081021;Conservatori di Musica;Antonio Scontrino;TRAPANI;02a;Tasse per esami di ammissione ed esami finali;4106,92;0;10736,56;0
2024-2025;081401081021;Conservatori di Musica;Antonio Scontrino;TRAPANI;03a;Tassa regionale per il DSU versata all'Istituto;0;0;38500;0
2024-2025;081401081021;Conservatori di Musica;Antonio Scontrino;TRAPANI;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;081401081021;Conservatori di Musica;Antonio Scontrino;TRAPANI;04 ;Diritti di segreteria;6935,2;0;10715;0
2024-2025;081401081021;Conservatori di Musica;Antonio Scontrino;TRAPANI;05 ;Altro da studenti non costituenti gettito;8288;0;4800;0
2024-2025;082402082053;Conservatori di Musica;Alessandro Scarlatti;PALERMO;01a;Tasse e contributi per iscrizione e frequenza;286238;20000;354912;20000
2024-2025;082402082053;Conservatori di Musica;Alessandro Scarlatti;PALERMO;02a;Tasse per esami di ammissione ed esami finali;8696;0;29440;0
2024-2025;082402082053;Conservatori di Musica;Alessandro Scarlatti;PALERMO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;94080;0
2024-2025;082402082053;Conservatori di Musica;Alessandro Scarlatti;PALERMO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;082402082053;Conservatori di Musica;Alessandro Scarlatti;PALERMO;04 ;Diritti di segreteria;744;0;15755;0
2024-2025;082402082053;Conservatori di Musica;Alessandro Scarlatti;PALERMO;05 ;Altro da studenti non costituenti gettito;7312;0;17712;0
2024-2025;083401083048;Conservatori di Musica;Arcangelo Corelli;MESSINA;01a;Tasse e contributi per iscrizione e frequenza;49094;0;222699;0
2024-2025;083401083048;Conservatori di Musica;Arcangelo Corelli;MESSINA;02a;Tasse per esami di ammissione ed esami finali;3630;0;5916;0
2024-2025;083401083048;Conservatori di Musica;Arcangelo Corelli;MESSINA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;59780;0
2024-2025;083401083048;Conservatori di Musica;Arcangelo Corelli;MESSINA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;083401083048;Conservatori di Musica;Arcangelo Corelli;MESSINA;04 ;Diritti di segreteria;0;0;5440;0
2024-2025;083401083048;Conservatori di Musica;Arcangelo Corelli;MESSINA;05 ;Altro da studenti non costituenti gettito;0;0;12880;0
2024-2025;084402084033;Conservatori di Musica;Arturo Toscanini;RIBERA (AG);01a;Tasse e contributi per iscrizione e frequenza;28500;0;107755;0
2024-2025;084402084033;Conservatori di Musica;Arturo Toscanini;RIBERA (AG);02a;Tasse per esami di ammissione ed esami finali;1200;0;4710;0
2024-2025;084402084033;Conservatori di Musica;Arturo Toscanini;RIBERA (AG);03a;Tassa regionale per il DSU versata all'Istituto;0;0;32760;0
2024-2025;084402084033;Conservatori di Musica;Arturo Toscanini;RIBERA (AG);03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;084402084033;Conservatori di Musica;Arturo Toscanini;RIBERA (AG);04 ;Diritti di segreteria;0;0;550;0
2024-2025;084402084033;Conservatori di Musica;Arturo Toscanini;RIBERA (AG);05 ;Altro da studenti non costituenti gettito;3125;0;6204;0
2024-2025;085401085004;Conservatori di Musica;Vincenzo Bellini;CALTANISSETTA;01a;Tasse e contributi per iscrizione e frequenza;83301,72;0;141821,06;0
2024-2025;085401085004;Conservatori di Musica;Vincenzo Bellini;CALTANISSETTA;02a;Tasse per esami di ammissione ed esami finali;3124,22;0;10809,58;0
2024-2025;085401085004;Conservatori di Musica;Vincenzo Bellini;CALTANISSETTA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;44664;0
2024-2025;085401085004;Conservatori di Musica;Vincenzo Bellini;CALTANISSETTA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;085401085004;Conservatori di Musica;Vincenzo Bellini;CALTANISSETTA;04 ;Diritti di segreteria;125;0;0;0
2024-2025;085401085004;Conservatori di Musica;Vincenzo Bellini;CALTANISSETTA;05 ;Altro da studenti non costituenti gettito;0;0;6128;0
2024-2025;087402087015;Conservatori di Musica;Vincenzo Bellini;CATANIA;01a;Tasse e contributi per iscrizione e frequenza;0;0;245846;0
2024-2025;087402087015;Conservatori di Musica;Vincenzo Bellini;CATANIA;02a;Tasse per esami di ammissione ed esami finali;0;0;13631,06;0
2024-2025;087402087015;Conservatori di Musica;Vincenzo Bellini;CATANIA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;087402087015;Conservatori di Musica;Vincenzo Bellini;CATANIA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;69197,63;0
2024-2025;087402087015;Conservatori di Musica;Vincenzo Bellini;CATANIA;04 ;Diritti di segreteria;0;0;0;0
2024-2025;087402087015;Conservatori di Musica;Vincenzo Bellini;CATANIA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;090402090064;Conservatori di Musica;Luigi Canepa;SASSARI;01a;Tasse e contributi per iscrizione e frequenza;41350;0;107669,8;0
2024-2025;090402090064;Conservatori di Musica;Luigi Canepa;SASSARI;02a;Tasse per esami di ammissione ed esami finali;3246,64;0;3570;0
2024-2025;090402090064;Conservatori di Musica;Luigi Canepa;SASSARI;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;090402090064;Conservatori di Musica;Luigi Canepa;SASSARI;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;10220;0
2024-2025;090402090064;Conservatori di Musica;Luigi Canepa;SASSARI;04 ;Diritti di segreteria;796;0;955;0
2024-2025;090402090064;Conservatori di Musica;Luigi Canepa;SASSARI;05 ;Altro da studenti non costituenti gettito;80;0;6192;0
2024-2025;092401092009;Conservatori di Musica;Pierluigi da Palestrina;CAGLIARI;01a;Tasse e contributi per iscrizione e frequenza;82639,16;0;215963,04;0
2024-2025;092401092009;Conservatori di Musica;Pierluigi da Palestrina;CAGLIARI;02a;Tasse per esami di ammissione ed esami finali;2800;0;2780;0
2024-2025;092401092009;Conservatori di Musica;Pierluigi da Palestrina;CAGLIARI;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;092401092009;Conservatori di Musica;Pierluigi da Palestrina;CAGLIARI;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;092401092009;Conservatori di Musica;Pierluigi da Palestrina;CAGLIARI;04 ;Diritti di segreteria;0;0;3088;0
2024-2025;092401092009;Conservatori di Musica;Pierluigi da Palestrina;CAGLIARI;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;102401102047;Conservatori di Musica;Fausto Torrefranca;VIBO VALENTIA;01a;Tasse e contributi per iscrizione e frequenza;75951,4;0;130320,6;0
2024-2025;102401102047;Conservatori di Musica;Fausto Torrefranca;VIBO VALENTIA;02a;Tasse per esami di ammissione ed esami finali;3300;0;8500;0
2024-2025;102401102047;Conservatori di Musica;Fausto Torrefranca;VIBO VALENTIA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;102401102047;Conservatori di Musica;Fausto Torrefranca;VIBO VALENTIA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;45687;0
2024-2025;102401102047;Conservatori di Musica;Fausto Torrefranca;VIBO VALENTIA;04 ;Diritti di segreteria;0;0;0;0
2024-2025;102401102047;Conservatori di Musica;Fausto Torrefranca;VIBO VALENTIA;05 ;Altro da studenti non costituenti gettito;850;0;1000;0
2024-2025;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;01a;Tasse e contributi per iscrizione e frequenza;0;0;133385;0
2024-2025;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;02a;Tasse per esami di ammissione ed esami finali;0;0;12100;0
2024-2025;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;14840;0
2024-2025;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;04 ;Diritti di segreteria;0;0;0;0
2024-2025;007501007003;Istituti superiori di Studi Musicali;della VALLE D'AOSTA;AOSTA;05 ;Altro da studenti non costituenti gettito;0;0;1390;0
2024-2025;039602039010;Istituti superiori per le Industrie Artistiche;;FAENZA (RA);01a;Tasse e contributi per iscrizione e frequenza;0;0,3;158372,52;0
2024-2025;039602039010;Istituti superiori per le Industrie Artistiche;;FAENZA (RA);02a;Tasse per esami di ammissione ed esami finali;0;0;2735,46;0
2024-2025;039602039010;Istituti superiori per le Industrie Artistiche;;FAENZA (RA);03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;039602039010;Istituti superiori per le Industrie Artistiche;;FAENZA (RA);03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;20860;0
2024-2025;039602039010;Istituti superiori per le Industrie Artistiche;;FAENZA (RA);04 ;Diritti di segreteria;0;0;371,39;0
2024-2025;039602039010;Istituti superiori per le Industrie Artistiche;;FAENZA (RA);05 ;Altro da studenti non costituenti gettito;0;0;2581;0
2024-2025;041603041067;Istituti superiori per le Industrie Artistiche;;URBINO (PU);01a;Tasse e contributi per iscrizione e frequenza;0;0;321889,1;0
2024-2025;041603041067;Istituti superiori per le Industrie Artistiche;;URBINO (PU);02a;Tasse per esami di ammissione ed esami finali;0;0;12120;0
2024-2025;041603041067;Istituti superiori per le Industrie Artistiche;;URBINO (PU);03a;Tassa regionale per il DSU versata all'Istituto;0;0;32620;0
2024-2025;041603041067;Istituti superiori per le Industrie Artistiche;;URBINO (PU);03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;041603041067;Istituti superiori per le Industrie Artistiche;;URBINO (PU);04 ;Diritti di segreteria;0;0;0;0
2024-2025;041603041067;Istituti superiori per le Industrie Artistiche;;URBINO (PU);05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;048603048017;Istituti superiori per le Industrie Artistiche;;FIRENZE;01a;Tasse e contributi per iscrizione e frequenza;0;0;247974,38;0
2024-2025;048603048017;Istituti superiori per le Industrie Artistiche;;FIRENZE;02a;Tasse per esami di ammissione ed esami finali;0;0;14072,76;0
2024-2025;048603048017;Istituti superiori per le Industrie Artistiche;;FIRENZE;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;048603048017;Istituti superiori per le Industrie Artistiche;;FIRENZE;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;420;21560;420
2024-2025;048603048017;Istituti superiori per le Industrie Artistiche;;FIRENZE;04 ;Diritti di segreteria;0;0;800;0
2024-2025;048603048017;Istituti superiori per le Industrie Artistiche;;FIRENZE;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;058605058091;Istituti superiori per le Industrie Artistiche;;ROMA;01a;Tasse e contributi per iscrizione e frequenza;0;192;462019,91;192
2024-2025;058605058091;Istituti superiori per le Industrie Artistiche;;ROMA;02a;Tasse per esami di ammissione ed esami finali;0;0;6729,56;0
2024-2025;058605058091;Istituti superiori per le Industrie Artistiche;;ROMA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;058605058091;Istituti superiori per le Industrie Artistiche;;ROMA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;1680;36680;1680
2024-2025;058605058091;Istituti superiori per le Industrie Artistiche;;ROMA;04 ;Diritti di segreteria;0;0;0;0
2024-2025;058605058091;Istituti superiori per le Industrie Artistiche;;ROMA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;058616093033;Istituti superiori per le Industrie Artistiche;;PORDENONE;01a;Tasse e contributi per iscrizione e frequenza;0;0;279513,2;0
2024-2025;058616093033;Istituti superiori per le Industrie Artistiche;;PORDENONE;02a;Tasse per esami di ammissione ed esami finali;0;0;5162,09;0
2024-2025;058616093033;Istituti superiori per le Industrie Artistiche;;PORDENONE;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;058616093033;Istituti superiori per le Industrie Artistiche;;PORDENONE;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;23525,34;0
2024-2025;058616093033;Istituti superiori per le Industrie Artistiche;;PORDENONE;04 ;Diritti di segreteria;0;0;0;0
2024-2025;058616093033;Istituti superiori per le Industrie Artistiche;;PORDENONE;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;068602068028;Istituti superiori per le Industrie Artistiche;;PESCARA;01a;Tasse e contributi per iscrizione e frequenza;0;42000;96292,15;42000
2024-2025;068602068028;Istituti superiori per le Industrie Artistiche;;PESCARA;02a;Tasse per esami di ammissione ed esami finali;0;0;998,94;0
2024-2025;068602068028;Istituti superiori per le Industrie Artistiche;;PESCARA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;17640;0
2024-2025;068602068028;Istituti superiori per le Industrie Artistiche;;PESCARA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;068602068028;Istituti superiori per le Industrie Artistiche;;PESCARA;04 ;Diritti di segreteria;0;100;800;100
2024-2025;068602068028;Istituti superiori per le Industrie Artistiche;;PESCARA;05 ;Altro da studenti non costituenti gettito;0;224;2496;224
2024-2025;004702004078;Accademie Legalmente Riconosciute;Accademia di Belle Arti di CUNEO;CUNEO;01a;Tasse e contributi per iscrizione e frequenza;0;0;1400000;0
2024-2025;004702004078;Accademie Legalmente Riconosciute;Accademia di Belle Arti di CUNEO;CUNEO;02a;Tasse per esami di ammissione ed esami finali;0;0;0;0
2024-2025;004702004078;Accademie Legalmente Riconosciute;Accademia di Belle Arti di CUNEO;CUNEO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;004702004078;Accademie Legalmente Riconosciute;Accademia di Belle Arti di CUNEO;CUNEO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;50000;0
2024-2025;004702004078;Accademie Legalmente Riconosciute;Accademia di Belle Arti di CUNEO;CUNEO;04 ;Diritti di segreteria;0;0;3000;0
2024-2025;004702004078;Accademie Legalmente Riconosciute;Accademia di Belle Arti di CUNEO;CUNEO;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;008701008055;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di SANREMO;SANREMO (IM);01a;Tasse e contributi per iscrizione e frequenza;0;0;573100;0
2024-2025;008701008055;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di SANREMO;SANREMO (IM);02a;Tasse per esami di ammissione ed esami finali;0;0;26700;0
2024-2025;008701008055;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di SANREMO;SANREMO (IM);03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;008701008055;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di SANREMO;SANREMO (IM);03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;13177,8;0
2024-2025;008701008055;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di SANREMO;SANREMO (IM);04 ;Diritti di segreteria;0;0;0;0
2024-2025;008701008055;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di SANREMO;SANREMO (IM);05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;008702015146;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di MILANO (sede decentrata Accademia I. Duncan di SANREMO);MILANO;01a;Tasse e contributi per iscrizione e frequenza;0;0;1201700;0
2024-2025;008702015146;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di MILANO (sede decentrata Accademia I. Duncan di SANREMO);MILANO;02a;Tasse per esami di ammissione ed esami finali;0;0;51600;0
2024-2025;008702015146;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di MILANO (sede decentrata Accademia I. Duncan di SANREMO);MILANO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;008702015146;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di MILANO (sede decentrata Accademia I. Duncan di SANREMO);MILANO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;27840;0
2024-2025;008702015146;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di MILANO (sede decentrata Accademia I. Duncan di SANREMO);MILANO;04 ;Diritti di segreteria;0;0;0;0
2024-2025;008702015146;Accademie Legalmente Riconosciute;Accademia di Belle Arti Isadora Duncan di MILANO (sede decentrata Accademia I. Duncan di SANREMO);MILANO;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;013702013075;Accademie Legalmente Riconosciute;Accademia di Belle Arti Aldo Galli di COMO;COMO;01a;Tasse e contributi per iscrizione e frequenza;0;683323,725;400237;194999,725
2024-2025;013702013075;Accademie Legalmente Riconosciute;Accademia di Belle Arti Aldo Galli di COMO;COMO;02a;Tasse per esami di ammissione ed esami finali;0;360;11840;360
2024-2025;013702013075;Accademie Legalmente Riconosciute;Accademia di Belle Arti Aldo Galli di COMO;COMO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;5180;0
2024-2025;013702013075;Accademie Legalmente Riconosciute;Accademia di Belle Arti Aldo Galli di COMO;COMO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;013702013075;Accademie Legalmente Riconosciute;Accademia di Belle Arti Aldo Galli di COMO;COMO;04 ;Diritti di segreteria;0;0;1840;0
2024-2025;013702013075;Accademie Legalmente Riconosciute;Accademia di Belle Arti Aldo Galli di COMO;COMO;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;015703015146;Accademie Legalmente Riconosciute;Nuova Accademia di Belle Arti NABA di MILANO;MILANO;01a;Tasse e contributi per iscrizione e frequenza;0;1493071;71912039;1493071
2024-2025;015703015146;Accademie Legalmente Riconosciute;Nuova Accademia di Belle Arti NABA di MILANO;MILANO;02a;Tasse per esami di ammissione ed esami finali;0;59350;1010450;59350
2024-2025;015703015146;Accademie Legalmente Riconosciute;Nuova Accademia di Belle Arti NABA di MILANO;MILANO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;692720;0
2024-2025;015703015146;Accademie Legalmente Riconosciute;Nuova Accademia di Belle Arti NABA di MILANO;MILANO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;015703015146;Accademie Legalmente Riconosciute;Nuova Accademia di Belle Arti NABA di MILANO;MILANO;04 ;Diritti di segreteria;0;0;0;0
2024-2025;015703015146;Accademie Legalmente Riconosciute;Nuova Accademia di Belle Arti NABA di MILANO;MILANO;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;015704015145;Accademie Legalmente Riconosciute;Accademia di Belle Arti ACME di MILANO;MILANO;01a;Tasse e contributi per iscrizione e frequenza;0;0;1008450;0
2024-2025;015704015145;Accademie Legalmente Riconosciute;Accademia di Belle Arti ACME di MILANO;MILANO;02a;Tasse per esami di ammissione ed esami finali;0;0;21600;0
2024-2025;015704015145;Accademie Legalmente Riconosciute;Accademia di Belle Arti ACME di MILANO;MILANO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;20860;0
2024-2025;015704015145;Accademie Legalmente Riconosciute;Accademia di Belle Arti ACME di MILANO;MILANO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;015704015145;Accademie Legalmente Riconosciute;Accademia di Belle Arti ACME di MILANO;MILANO;04 ;Diritti di segreteria;0;0;6840;0
2024-2025;015704015145;Accademie Legalmente Riconosciute;Accademia di Belle Arti ACME di MILANO;MILANO;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;015705058091;Accademie Legalmente Riconosciute;Nuova Accademia di Belle Arti NABA di ROMA (sede decentrata Nuova Accademia di Belle Arti di MILANO);ROMA;01a;Tasse e contributi per iscrizione e frequenza;0;17800;7462485;17800
2024-2025;015705058091;Accademie Legalmente Riconosciute;Nuova Accademia di Belle Arti NABA di ROMA (sede decentrata Nuova Accademia di Belle Arti di MILANO);ROMA;02a;Tasse per esami di ammissione ed esami finali;0;540;109890;540
2024-2025;015705058091;Accademie Legalmente Riconosciute;Nuova Accademia di Belle Arti NABA di ROMA (sede decentrata Nuova Accademia di Belle Arti di MILANO);ROMA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;87920;0
2024-2025;015705058091;Accademie Legalmente Riconosciute;Nuova Accademia di Belle Arti NABA di ROMA (sede decentrata Nuova Accademia di Belle Arti di MILANO);ROMA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;015705058091;Accademie Legalmente Riconosciute;Nuova Accademia di Belle Arti NABA di ROMA (sede decentrata Nuova Accademia di Belle Arti di MILANO);ROMA;04 ;Diritti di segreteria;0;0;0;0
2024-2025;015705058091;Accademie Legalmente Riconosciute;Nuova Accademia di Belle Arti NABA di ROMA (sede decentrata Nuova Accademia di Belle Arti di MILANO);ROMA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;017703017029;Accademie Legalmente Riconosciute;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;01a;Tasse e contributi per iscrizione e frequenza;0;0;4546665;0
2024-2025;017703017029;Accademie Legalmente Riconosciute;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;02a;Tasse per esami di ammissione ed esami finali;0;0;0;0
2024-2025;017703017029;Accademie Legalmente Riconosciute;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;135520;0
2024-2025;017703017029;Accademie Legalmente Riconosciute;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;017703017029;Accademie Legalmente Riconosciute;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;04 ;Diritti di segreteria;0;0;19421;0
2024-2025;017703017029;Accademie Legalmente Riconosciute;Accademia di Belle Arti SantaGiulia di BRESCIA;BRESCIA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;017704017029;Accademie Legalmente Riconosciute;Libera Accademia di Belle Arti LABA di BRESCIA;BRESCIA;01a;Tasse e contributi per iscrizione e frequenza;0;0;6240102,87;0
2024-2025;017704017029;Accademie Legalmente Riconosciute;Libera Accademia di Belle Arti LABA di BRESCIA;BRESCIA;02a;Tasse per esami di ammissione ed esami finali;0;0;100700;0
2024-2025;017704017029;Accademie Legalmente Riconosciute;Libera Accademia di Belle Arti LABA di BRESCIA;BRESCIA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;201460;0
2024-2025;017704017029;Accademie Legalmente Riconosciute;Libera Accademia di Belle Arti LABA di BRESCIA;BRESCIA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;017704017029;Accademie Legalmente Riconosciute;Libera Accademia di Belle Arti LABA di BRESCIA;BRESCIA;04 ;Diritti di segreteria;0;0;0;0
2024-2025;017704017029;Accademie Legalmente Riconosciute;Libera Accademia di Belle Arti LABA di BRESCIA;BRESCIA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;056701056059;Accademie Legalmente Riconosciute;Accademia di Belle Arti Lorenzo da Viterbo di VITERBO;VITERBO;01a;Tasse e contributi per iscrizione e frequenza;0;0;449744;0
2024-2025;056701056059;Accademie Legalmente Riconosciute;Accademia di Belle Arti Lorenzo da Viterbo di VITERBO;VITERBO;02a;Tasse per esami di ammissione ed esami finali;0;0;40500;0
2024-2025;056701056059;Accademie Legalmente Riconosciute;Accademia di Belle Arti Lorenzo da Viterbo di VITERBO;VITERBO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;056701056059;Accademie Legalmente Riconosciute;Accademia di Belle Arti Lorenzo da Viterbo di VITERBO;VITERBO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;4760;0
2024-2025;056701056059;Accademie Legalmente Riconosciute;Accademia di Belle Arti Lorenzo da Viterbo di VITERBO;VITERBO;04 ;Diritti di segreteria;0;0;0;0
2024-2025;056701056059;Accademie Legalmente Riconosciute;Accademia di Belle Arti Lorenzo da Viterbo di VITERBO;VITERBO;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;058706058091;Accademie Legalmente Riconosciute;Rome University of fine arts  - Accademia di Belle Arti RUFA di ROMA;ROMA;01a;Tasse e contributi per iscrizione e frequenza;0;302544,94;8086814,82;302544,94
2024-2025;058706058091;Accademie Legalmente Riconosciute;Rome University of fine arts  - Accademia di Belle Arti RUFA di ROMA;ROMA;02a;Tasse per esami di ammissione ed esami finali;0;0;165002;0
2024-2025;058706058091;Accademie Legalmente Riconosciute;Rome University of fine arts  - Accademia di Belle Arti RUFA di ROMA;ROMA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;058706058091;Accademie Legalmente Riconosciute;Rome University of fine arts  - Accademia di Belle Arti RUFA di ROMA;ROMA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;163660;0
2024-2025;058706058091;Accademie Legalmente Riconosciute;Rome University of fine arts  - Accademia di Belle Arti RUFA di ROMA;ROMA;04 ;Diritti di segreteria;0;0;0;0
2024-2025;058706058091;Accademie Legalmente Riconosciute;Rome University of fine arts  - Accademia di Belle Arti RUFA di ROMA;ROMA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;058714015146;Accademie Legalmente Riconosciute;Rome University of fine arts - Accademia di Belle Arti RUFA di MILANO  (sede decentrata dell'Accademia RUFA di ROMA);MILANO;01a;Tasse e contributi per iscrizione e frequenza;0;0;339804,73;0
2024-2025;058714015146;Accademie Legalmente Riconosciute;Rome University of fine arts - Accademia di Belle Arti RUFA di MILANO  (sede decentrata dell'Accademia RUFA di ROMA);MILANO;02a;Tasse per esami di ammissione ed esami finali;0;0;2550;0
2024-2025;058714015146;Accademie Legalmente Riconosciute;Rome University of fine arts - Accademia di Belle Arti RUFA di MILANO  (sede decentrata dell'Accademia RUFA di ROMA);MILANO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;058714015146;Accademie Legalmente Riconosciute;Rome University of fine arts - Accademia di Belle Arti RUFA di MILANO  (sede decentrata dell'Accademia RUFA di ROMA);MILANO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;6580;0
2024-2025;058714015146;Accademie Legalmente Riconosciute;Rome University of fine arts - Accademia di Belle Arti RUFA di MILANO  (sede decentrata dell'Accademia RUFA di ROMA);MILANO;04 ;Diritti di segreteria;0;0;0;0
2024-2025;058714015146;Accademie Legalmente Riconosciute;Rome University of fine arts - Accademia di Belle Arti RUFA di MILANO  (sede decentrata dell'Accademia RUFA di ROMA);MILANO;05 ;Altro da studenti non costituenti gettito;0;0;0;0
